ID,species,year,month,season,x,y,z,location,round,snail_id,morph_sex_M_F_U,Ecotype,Incline,Aspect,Crevice,Barcle,Limpet,Littori_littorea,Littori_obtusata,Melaraphe,Dog_whelk,Top_shell,Mussel,Anemone,Crab,Fucoid_algae,Ulva,Lichen,Gibbula
NE_E3_478,arcana,2017,october,winter,2003.855,2040.312,199.686,E,3,478,M,W,-45,220,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_E3_475,arcana,2017,october,winter,2003.846,2040.33,199.685,E,3,475,M,W,-45,220,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_E3_477,saxatilis,2017,october,winter,2003.815,2040.337,199.686,E,3,477,M,W,-45,220,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_E3_479,saxatilis,2017,october,winter,2003.839,2040.348,199.686,E,3,479,U,W,-45,220,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_E2_414,saxatilis,2017,july,summer,2013.385,2042.136,198.941,E,2,414,F,W,-45,180,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
NE_E3_142,arcana,2017,october,winter,2016.076,2045.455,199.008,E,3,142,M,W,-45,310,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_F2_375,arcana,2017,november,winter,1998.974,2030.158,195.207,F,2,375,F,W,-45,110,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_F2_376,arcana,2017,november,winter,2001.393,2030.884,195.214,F,2,376,M,W,-45,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_F3_382,arcana,2018,april,spring,1996.265,2031.069,194.801,F,3,382,U,W,-45,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_F3_383,arcana,2018,april,spring,1996.128,2031.124,194.84,F,3,383,U,W,-45,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_F3_384,arcana,2018,april,spring,1996.095,2031.192,194.623,F,3,384,U,W,-45,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_F3_130,arcana,2018,april,spring,1959.693,2032.676,194.768,F,3,130,F,W,-45,70,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_F1_312,saxatilis,2017,august,summer,1980.307,2033.583,193.514,F,1,312,F,W,-45,130,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_F1_327,arcana,2017,august,summer,1972.405,2034.024,194.939,F,1,327,U,W,-45,165,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_F1_44,arcana,2017,august,summer,1991.806,2035.629,194.323,F,1,44,F,W,-45,30,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NE_F1_152,arcana,2017,august,summer,1993.658,2037.039,193.767,F,1,152,M,W,-45,320,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
NE_W2_432,arcana,2018,august,summer,2043.3,2013.781,0.08,W,2,432,U,W,-45,110,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_W1_66,arcana,2018,april,spring,2039.783,2013.85,-1.028,W,1,66,F,W,-45,350,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_W2_323,arcana,2018,august,summer,2040.903,2014.705,-0.119,W,2,323,U,W,-45,300,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_W1_81,arcana,2018,april,spring,2043.625,2018.331,1.282,W,1,81,U,W,-45,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_W1_270,saxatilis,2018,april,spring,2043.478,2018.423,0.251,W,1,270,U,W,-45,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_W1_5,arcana,2018,april,spring,2043.846,2018.966,0.174,W,1,5,F,W,-45,350,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_W1_85,arcana,2018,april,spring,2044.377,2018.968,0.922,W,1,85,NA,W,-45,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_W1_275,arcana,2018,april,spring,2044.691,2019.226,0.769,W,1,275,U,W,-45,350,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_W2_493,saxatilis,2018,august,summer,2044.864,2020.467,-0.346,W,2,493,U,W,-45,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_W2_395,arcana,2018,august,summer,2044.945,2020.647,-0.586,W,2,395,U,W,-45,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_W2_491,saxatilis,2018,august,summer,2045.81,2021.113,-0.823,W,2,491,U,W,-45,350,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_W3_269,arcana,2018,november,winter,2041.43,2023.02,-0.545,W,3,269,U,W,-45,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_W3_268,saxatilis,2018,november,winter,2041.594,2023.615,-0.417,W,3,268,M,W,-45,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_W1_161,arcana,2018,april,spring,2041.958,2024.291,-0.669,W,1,161,U,W,-45,300,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
NE_W2_105,arcana,2018,august,summer,2041.802,2024.325,0.006,W,2,105,M,W,-45,280,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_W1_162,saxatilis,2018,april,spring,2041.983,2024.461,-0.589,W,1,162,F,W,-45,300,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_W3_131,arcana,2018,november,winter,2045.779,2032.459,-0.057,W,3,131,NA,W,-45,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_W3_96,arcana,2018,november,winter,2045.967,2032.875,-0.056,W,3,96,M,W,-45,130,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
NE_W3_126,arcana,2018,november,winter,2046.358,2033.788,-0.312,W,3,126,M,W,-45,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_W2_58,arcana,2018,august,summer,2046.553,2033.804,0.422,W,2,58,U,W,-45,340,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_W3_127,arcana,2018,november,winter,2046.511,2034.033,-0.192,W,3,127,F,W,-45,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_W2_35,saxatilis,2018,august,summer,2048.004,2037.696,-0.722,W,2,35,M,W,-45,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_W2_18,arcana,2018,august,summer,2045.463,2045.986,0.269,W,2,18,U,W,-45,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_W3_43,arcana,2018,november,winter,2045.165,2046.485,0.211,W,3,43,F,W,-45,60,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_W1_37,arcana,2018,april,spring,2046.373,2049.9,-1.71,W,1,37,M,W,-45,270,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_E1_344,arcana,2017,april,spring,2004.059,2034.508,198.947,E,1,344,F,W,15,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
NE_W2_465,saxatilis,2018,august,summer,2040.519,2015.212,-0.899,W,2,465,M,W,40,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_E1_455,arcana,2017,april,spring,2053.251,2025.053,199.309,E,1,455,M,W,45,320,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_E2_171,saxatilis,2017,july,summer,2051.965,2025.097,199.007,E,2,171,U,W,45,70,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NE_E1_453,arcana,2017,april,spring,2052.865,2026.378,199.187,E,1,453,M,W,45,315,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
NE_E1_491,arcana,2017,april,spring,2052.16,2026.407,199.46,E,1,491,F,W,45,100,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
NE_E2_173,saxatilis,2017,july,summer,2052.024,2026.496,199.366,E,2,173,F,W,45,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_E1_447,arcana,2017,april,spring,2052.043,2026.538,199.497,E,1,447,M,W,45,80,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
NE_E3_330,arcana,2017,october,winter,2052.091,2026.633,199.174,E,3,330,F,W,45,70,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
NE_E3_332,arcana,2017,october,winter,2052.107,2026.633,199.183,E,3,332,M,W,45,70,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
NE_E3_329,arcana,2017,october,winter,2052.081,2026.647,199.194,E,3,329,NA,W,45,70,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
NE_E3_328,arcana,2017,october,winter,2052.09,2026.655,199.16,E,3,328,M,W,45,70,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
NE_E1_69,arcana,2017,april,spring,NA,NA,NA,E,1,69,F,W,45,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_E1_492,arcana,2017,april,spring,2052.911,2027.089,199.421,E,1,492,F,W,45,340,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
NE_E2_204,arcana,2017,july,summer,2055.76,2027.554,199.465,E,2,204,M,W,45,220,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_E1_467,arcana,2017,april,spring,2055.779,2027.793,199.645,E,1,467,M,W,45,210,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
NE_E2_156,saxatilis,2017,july,summer,2053.823,2028.007,199.738,E,2,156,F,W,45,190,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_E3_375,arcana,2017,october,winter,2056.033,2028.155,199.828,E,3,375,F,W,45,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_E1_499,saxatilis,2017,april,spring,2055.03,2028.165,199.771,E,1,499,U,W,45,320,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
NE_E2_159,saxatilis,2017,july,summer,2055.003,2028.185,199.815,E,2,159,F,W,45,330,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_E1_500,arcana,2017,april,spring,2055.074,2028.299,199.791,E,1,500,F,W,45,330,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
NE_E1_460,saxatilis,2017,april,spring,2054.954,2028.385,199.676,E,1,460,F,W,45,315,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NE_E3_355,saxatilis,2017,october,winter,2052.888,2028.54,199.652,E,3,355,M,W,45,170,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_E2_206,saxatilis,2017,july,summer,2055.266,2028.567,199.658,E,2,206,M,W,45,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_E2_161,saxatilis,2017,july,summer,2054.989,2028.594,199.504,E,2,161,M,W,45,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_E1_463,saxatilis,2017,april,spring,2055.091,2028.613,199.69,E,1,463,F,W,45,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_E2_184,saxatilis,2017,july,summer,2053.472,2028.625,199.785,E,2,184,U,W,45,60,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_E1_469,arcana,2017,april,spring,2057.035,2029.642,199.592,E,1,469,F,W,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_E1_481,arcana,2017,april,spring,2053.935,2029.905,199.633,E,1,481,M,W,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NE_E3_361,saxatilis,2017,october,winter,2053.921,2029.944,199.252,E,3,361,M,W,45,220,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
NE_E2_191,saxatilis,2017,july,summer,2056.5,2030,199.543,E,2,191,F,W,45,120,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
NE_E1_470,arcana,2017,april,spring,2057.595,2030.005,199.397,E,1,470,F,W,45,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_E1_471,saxatilis,2017,april,spring,2057.65,2030.913,199.11,E,1,471,F,W,45,230,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NE_E1_472,saxatilis,2017,april,spring,2057.363,2030.983,199.248,E,1,472,F,W,45,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_E2_199,saxatilis,2017,july,summer,2057.829,2031.379,199.418,E,2,199,M,W,45,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_E1_476,saxatilis,2017,april,spring,2057.73,2031.577,199.35,E,1,476,F,W,45,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NE_E1_475,saxatilis,2017,april,spring,2057.185,2031.712,199.033,E,1,475,F,W,45,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NE_E1_479,arcana,2017,april,spring,2055.01,2031.793,199.392,E,1,479,M,W,45,325,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_E1_480,saxatilis,2017,april,spring,2054.983,2032.197,199.606,E,1,480,F,W,45,255,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NE_E1_478,saxatilis,2017,april,spring,2055.34,2032.657,199.576,E,1,478,M,W,45,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_E1_361,arcana,2017,april,spring,2002.312,2033.531,199.691,E,1,361,F,W,45,230,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
NE_E1_349,saxatilis,2017,april,spring,2000.192,2034.74,199.166,E,1,349,U,W,45,160,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
NE_E1_343,arcana,2017,april,spring,2004.03,2034.997,199.662,E,1,343,M,W,45,200,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
NE_E3_456,saxatilis,2017,october,winter,2033.619,2035.092,199.359,E,3,456,F,W,45,300,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_E2_476,saxatilis,2017,july,summer,2034.152,2035.357,198.738,E,2,476,U,W,45,360,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
NE_E1_394,arcana,2017,april,spring,2033.36,2035.629,199.37,E,1,394,F,W,45,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_E3_286,saxatilis,2017,october,winter,2002.892,2035.638,199.988,E,3,286,M,W,45,90,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_E1_307,arcana,2017,april,spring,2012.779,2035.694,199.506,E,1,307,M,W,45,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_E2_320,saxatilis,2017,july,summer,1996.334,2035.889,199.583,E,2,320,U,W,45,270,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
NE_E1_59,saxatilis,2017,april,spring,2004.585,2036.07,199.899,E,1,59,U,W,45,130,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
NE_E1_393,saxatilis,2017,april,spring,2033.627,2036.117,199.003,E,1,393,F,W,45,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_E3_292,arcana,2017,october,winter,2004.488,2036.198,200.647,E,3,292,M,W,45,310,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_E1_351,arcana,2017,april,spring,1998.256,2036.265,200.25,E,1,351,F,W,45,240,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_E2_426,arcana,2017,july,summer,2014.12,2036.525,199.772,E,2,426,F,W,45,40,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_E2_430,saxatilis,2017,july,summer,2014.132,2036.532,199.765,E,2,430,U,W,45,40,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
NE_E2_429,arcana,2017,july,summer,2014.137,2036.542,199.777,E,2,429,F,W,45,40,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
NE_E1_367,arcana,2017,april,spring,2003.948,2036.545,200.09,E,1,367,F,W,45,45,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
NE_E2_425,saxatilis,2017,july,summer,2014.092,2036.557,199.769,E,2,425,U,W,45,40,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_E2_427,saxatilis,2017,july,summer,2014.129,2036.587,199.758,E,2,427,U,W,45,40,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
NE_E2_428,arcana,2017,july,summer,2014.142,2036.595,199.758,E,2,428,U,W,45,40,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
NE_E3_156,saxatilis,2017,october,winter,2013.636,2036.727,199.967,E,3,156,M,W,45,40,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_E2_424,arcana,2017,july,summer,2013.907,2036.735,199.917,E,2,424,U,W,45,80,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_E3_101,arcana,2017,october,winter,2014.529,2036.788,199.433,E,3,101,F,W,45,260,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_E2_417,saxatilis,2017,july,summer,2013.956,2036.802,199.889,E,2,417,U,W,45,110,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
NE_E2_419,arcana,2017,july,summer,2013.772,2036.806,200.019,E,2,419,U,W,45,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_E2_418,saxatilis,2017,july,summer,2013.972,2036.813,199.867,E,2,418,M,W,45,70,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
NE_E2_416,saxatilis,2017,july,summer,2013.986,2036.813,199.86,E,2,416,F,W,45,110,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
NE_E3_97,saxatilis,2017,october,winter,2013.747,2037.238,199.779,E,3,97,U,W,45,220,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_E1_62,saxatilis,2017,april,spring,2005.859,2037.272,199.399,E,1,62,F,W,45,245,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NE_E1_300,arcana,2017,april,spring,2013.685,2037.295,199.789,E,1,300,F,W,45,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_E2_423,saxatilis,2017,july,summer,2013.777,2037.324,199.632,E,2,423,F,W,45,110,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_E3_93,arcana,2017,october,winter,2013.272,2037.512,199.882,E,3,93,M,W,45,240,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_E2_294,saxatilis,2017,july,summer,2002.777,2038.147,199.645,E,2,294,F,W,45,170,in,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NE_E2_295,arcana,2017,july,summer,2002.776,2038.148,199.643,E,2,295,U,W,45,170,in,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NE_E1_63,saxatilis,2017,april,spring,2005.68,2038.149,200.194,E,1,63,U,W,45,130,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_E3_89,saxatilis,2017,october,winter,2012.882,2038.329,199.861,E,3,89,U,W,45,240,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_E3_458,saxatilis,2017,october,winter,2002.785,2038.422,199.609,E,3,458,F,W,45,290,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
NE_E1_310,arcana,2017,april,spring,2012.711,2038.425,199.756,E,1,310,F,W,45,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_E1_67,saxatilis,2017,april,spring,2003.558,2038.452,199.528,E,1,67,F,W,45,310,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
NE_E1_64,saxatilis,2017,april,spring,2005.401,2038.453,200.253,E,1,64,M,W,45,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_E3_106,arcana,2017,october,winter,2014.223,2038.66,199.534,E,3,106,U,W,45,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
NE_E1_383,saxatilis,2017,april,spring,2030.966,2038.759,199.167,E,1,383,M,W,45,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_E2_155,saxatilis,2017,july,summer,2003.231,2039.138,199.775,E,2,155,F,W,45,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_E1_66,arcana,2017,april,spring,2003.949,2039.204,200.024,E,1,66,F,W,45,245,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NE_E2_332,arcana,2017,july,summer,1999.102,2039.218,200.466,E,2,332,U,W,45,150,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_E1_434,saxatilis,2017,april,spring,2029.9,2039.364,198.944,E,1,434,F,W,45,285,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
NE_E2_482,arcana,2017,july,summer,2033.531,2039.371,199.726,E,2,482,F,W,45,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_E3_396,saxatilis,2017,october,winter,2031.557,2039.431,200.003,E,3,396,U,W,45,80,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_E2_409,arcana,2017,july,summer,2033.553,2039.435,199.676,E,2,409,F,W,45,210,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_E1_410,arcana,2017,april,spring,2030.011,2039.49,199.001,E,1,410,F,W,45,320,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
NE_E1_417,arcana,2017,april,spring,2030.78,2039.606,199.743,E,1,417,F,W,45,290,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
NE_E1_435,saxatilis,2017,april,spring,2030.743,2039.663,199.694,E,1,435,M,W,45,285,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NE_E2_451,saxatilis,2017,july,summer,2008.826,2039.695,199.634,E,2,451,F,W,45,80,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NE_E2_407,arcana,2017,july,summer,2033.937,2039.732,199.616,E,2,407,U,W,45,120,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_E3_465,saxatilis,2017,october,winter,2003.969,2039.838,200.062,E,3,465,M,W,45,230,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_E3_463,arcana,2017,october,winter,2003.581,2039.852,200.08,E,3,463,M,W,45,230,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
NE_E2_405,arcana,2017,july,summer,2033.83,2039.889,199.65,E,2,405,U,W,45,110,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NE_E2_489,arcana,2017,july,summer,2033.326,2039.902,199.96,E,2,489,F,W,45,30,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
NE_E2_499,saxatilis,2017,july,summer,2033.944,2039.92,199.566,E,2,499,M,W,45,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_E1_41,saxatilis,2017,april,spring,2004.035,2039.943,199.992,E,1,41,U,W,45,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NE_E2_447,saxatilis,2017,july,summer,2008.926,2039.959,199.569,E,2,447,M,W,45,80,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
NE_E2_446,saxatilis,2017,july,summer,2008.916,2039.96,199.568,E,2,446,F,W,45,80,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
NE_E1_411,arcana,2017,april,spring,2030.242,2039.96,198.793,E,1,411,M,W,45,340,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0
NE_E3_398,saxatilis,2017,october,winter,2030.611,2039.967,199.412,E,3,398,M,W,45,160,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
NE_E2_448,saxatilis,2017,july,summer,2008.97,2039.973,199.571,E,2,448,M,W,45,60,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
